lat,lon,timestamp,user_id
37.74861,-122.4041,2022/01/01 07:13:52,1
37.80164,-122.41206,2022/01/01 07:14:47,2
37.7979,-122.40657,2022/01/01 07:12:41,2
37.79831,-122.40201,2022/01/01 07:11:55,2
37.78053,-122.4128,2022/01/01 07:14:23,3
37.78237,-122.41025,2022/01/01 07:13:23,3
37.78761,-122.40938,2022/01/01 07:12:01,3
37.78885,-122.40727,2022/01/01 07:10:41,3
37.79868,-122.43584,2022/01/01 07:14:42,4
37.79982,-122.44282,2022/01/01 07:10:04,5
37.7996,-122.43931,2022/01/01 07:09:00,5
37.80024,-122.43451,2022/01/01 07:07:58,5
37.80094,-122.42611,2022/01/01 07:07:11,5
37.79879,-122.42324,2022/01/01 07:04:47,5
37.79978,-122.41552,2022/01/01 07:02:12,6
37.80018,-122.4125,2022/01/01 07:01:11,6
37.79606,-122.42518,2022/01/01 07:14:49,7
37.79584,-122.42339,2022/01/01 07:14:08,7
37.79762,-122.41012,2022/01/01 07:11:57,7
37.79787,-122.40632,2022/01/01 07:10:55,7
37.7976,-122.402,2022/01/01 07:09:58,7
37.79436,-122.40068,2022/01/01 07:08:30,7
37.79436,-122.40068,2022/01/01 07:07:53,7
37.80646,-122.43602,2022/01/01 07:13:52,8
37.80623,-122.43561,2022/01/01 07:13:01,8
37.80517,-122.43201,2022/01/01 07:12:01,8
37.80371,-122.42873,2022/01/01 07:11:01,8
37.80453,-122.42208,2022/01/01 07:10:01,8
37.80503,-122.41703,2022/01/01 07:09:00,8
37.8033,-122.41462,2022/01/01 07:08:00,8
37.80135,-122.41603,2022/01/01 07:05:47,9
37.80087,-122.41349,2022/01/01 07:04:46,9
37.79922,-122.40863,2022/01/01 07:03:46,9
37.79756,-122.40649,2022/01/01 07:02:45,9
37.79605,-122.40489,2022/01/01 07:01:45,9
37.79221,-122.40448,2022/01/01 07:00:45,9
37.78608,-122.43862,2022/01/01 07:14:53,10
37.78403,-122.43982,2022/01/01 07:13:52,10
37.78231,-122.4392,2022/01/01 07:12:52,10
37.77855,-122.43939,2022/01/01 07:11:52,10
37.77296,-122.43882,2022/01/01 07:02:04,11
37.77402,-122.43818,2022/01/01 07:01:04,11
37.77613,-122.43815,2022/01/01 07:00:04,11
37.75143,-122.43198,2022/01/01 07:05:10,12
37.75144,-122.43171,2022/01/01 07:04:42,12
37.75161,-122.42887,2022/01/01 07:03:37,12
37.75178,-122.42665,2022/01/01 07:02:31,12
37.75211,-122.42301,2022/01/01 07:01:53,12
37.7585,-122.42383,2022/01/01 07:00:02,12
37.78959,-122.40538,2022/01/01 07:14:38,13
37.78924,-122.40715,2022/01/01 07:13:33,13
37.78924,-122.40713,2022/01/01 07:11:51,13
37.78924,-122.40713,2022/01/01 07:11:23,13
37.78997,-122.40588,2022/01/01 07:10:18,13
37.79037,-122.40389,2022/01/01 07:09:23,13
37.79349,-122.40334,2022/01/01 07:08:17,13
37.79316,-122.40408,2022/01/01 07:07:17,13
37.78161,-122.43747,2022/01/01 07:13:34,14
37.78147,-122.43166,2022/01/01 07:12:03,14
37.78458,-122.43105,2022/01/01 07:11:09,14
37.78504,-122.42789,2022/01/01 07:09:57,14
37.78597,-122.42139,2022/01/01 07:08:52,14
37.78651,-122.41633,2022/01/01 07:07:51,14
37.78661,-122.41503,2022/01/01 07:07:02,14
37.78659,-122.415,2022/01/01 07:06:17,15
37.78721,-122.4103,2022/01/01 07:05:24,15
37.78904,-122.40736,2022/01/01 07:04:24,15
37.78903,-122.40762,2022/01/01 07:03:43,16
37.7927,-122.40777,2022/01/01 07:02:52,16
37.79495,-122.40819,2022/01/01 07:01:57,16
37.79769,-122.40853,2022/01/01 07:00:52,16
37.78666,-122.41246,2022/01/01 07:01:37,17
37.78941,-122.41401,2022/01/01 07:00:37,17
37.78842,-122.40659,2022/01/01 07:14:37,18
37.79152,-122.42085,2022/01/01 07:06:52,19
37.7966,-122.42193,2022/01/01 07:04:52,19
37.79887,-122.42237,2022/01/01 07:04:02,19
37.80217,-122.42305,2022/01/01 07:03:05,19
37.63016,-122.42611,2022/01/01 07:14:12,20
37.63427,-122.41054,2022/01/01 07:13:24,20
37.62633,-122.40131,2022/01/01 07:12:24,20
37.61439,-122.39483,2022/01/01 07:11:29,20
37.61616,-122.38818,2022/01/01 07:10:19,20
37.87461,-122.28457,2022/01/01 07:06:17,21
37.87039,-122.28209,2022/01/01 07:04:41,21
37.86998,-122.28497,2022/01/01 07:03:30,21
37.8687,-122.29373,2022/01/01 07:02:38,21
37.85439,-122.30009,2022/01/01 07:00:39,21
37.7879,-122.40347,2022/01/01 07:14:59,22
37.78805,-122.39998,2022/01/01 07:12:59,22
37.78965,-122.40118,2022/01/01 07:12:22,23
37.78783,-122.39952,2022/01/01 07:11:56,23
37.78525,-122.39643,2022/01/01 07:10:48,23
37.78219,-122.39266,2022/01/01 07:10:14,23
37.786,-122.39928,2022/01/01 07:05:36,24
37.78994,-122.40181,2022/01/01 07:03:46,24
37.7928,-122.40252,2022/01/01 07:02:45,24
37.79382,-122.40272,2022/01/01 07:01:47,24
37.7965,-122.40476,2022/01/01 07:00:56,24
37.80615,-122.41034,2022/01/01 07:12:51,25
37.8066,-122.40559,2022/01/01 07:12:00,25
37.80426,-122.40204,2022/01/01 07:11:06,25
37.79971,-122.39793,2022/01/01 07:10:01,25
37.79482,-122.39351,2022/01/01 07:09:09,25
37.79374,-122.39279,2022/01/01 07:08:07,25
37.79269,-122.39432,2022/01/01 07:07:07,25
37.79053,-122.39249,2022/01/01 07:06:09,25
37.7934,-122.39254,2022/01/01 07:05:10,25
37.79369,-122.39322,2022/01/01 07:02:57,26
37.79373,-122.39322,2022/01/01 07:02:33,26
37.79366,-122.39311,2022/01/01 07:02:00,26
37.79444,-122.395,2022/01/01 07:00:55,26
37.79361,-122.42618,2022/01/01 07:14:23,27
37.79112,-122.42422,2022/01/01 07:13:12,27
37.78945,-122.42214,2022/01/01 07:12:12,27
37.78971,-122.41999,2022/01/01 07:11:11,27
37.79079,-122.41246,2022/01/01 07:10:11,27
37.79139,-122.40879,2022/01/01 07:09:10,27
37.79197,-122.40352,2022/01/01 07:08:10,27
37.7919,-122.4046,2022/01/01 07:07:10,27
37.7922,-122.41068,2022/01/01 07:02:42,28
37.7923,-122.40928,2022/01/01 07:01:47,28
37.79596,-122.40999,2022/01/01 07:00:54,28
37.76999,-122.42233,2022/01/01 07:15:00,29
37.75237,-122.40616,2022/01/01 07:04:27,30
37.75237,-122.40615,2022/01/01 07:03:47,30
37.75509,-122.4066,2022/01/01 07:02:38,30
37.75957,-122.40706,2022/01/01 07:01:34,30
37.76331,-122.40743,2022/01/01 07:00:33,30
37.78938,-122.4046,2022/01/01 07:14:42,31
37.78799,-122.41213,2022/01/01 07:13:32,31
37.78765,-122.41472,2022/01/01 07:13:15,31
37.78691,-122.42031,2022/01/01 07:12:06,31
37.78665,-122.42195,2022/01/01 07:11:05,31
37.78589,-122.42717,2022/01/01 07:10:04,31
37.78503,-122.43306,2022/01/01 07:09:04,31
37.76789,-122.43829,2022/01/01 07:02:43,32
37.76739,-122.43648,2022/01/01 07:01:42,32
37.76752,-122.43289,2022/01/01 07:00:39,32
37.82274,-122.32022,2022/01/01 07:14:06,33
37.82032,-122.33666,2022/01/01 07:13:08,33
37.81616,-122.35252,2022/01/01 07:12:18,33
37.8081,-122.3675,2022/01/01 07:11:51,33
37.80314,-122.37278,2022/01/01 07:10:40,33
37.79301,-122.38378,2022/01/01 07:09:48,33
37.78522,-122.39271,2022/01/01 07:08:48,33
37.7875,-122.39648,2022/01/01 07:07:52,33
37.78867,-122.39912,2022/01/01 07:07:06,33
37.78022,-122.42035,2022/01/01 07:12:04,34
37.78482,-122.42115,2022/01/01 07:10:12,34
37.78947,-122.42227,2022/01/01 07:09:12,34
37.79132,-122.42244,2022/01/01 07:08:10,34
37.79159,-122.42078,2022/01/01 07:07:09,34
37.79224,-122.41536,2022/01/01 07:05:15,35
37.79155,-122.41412,2022/01/01 07:04:30,35
37.79185,-122.41147,2022/01/01 07:04:08,35
37.79295,-122.40308,2022/01/01 07:02:02,35
37.79364,-122.39845,2022/01/01 07:01:01,35
37.78699,-122.41255,2022/01/01 07:12:58,36
37.78712,-122.41024,2022/01/01 07:12:38,36
37.78536,-122.39997,2022/01/01 07:08:26,36
37.78839,-122.4026,2022/01/01 07:05:23,37
37.78468,-122.39999,2022/01/01 07:03:39,37
37.77227,-122.41042,2022/01/01 07:13:49,38
37.77389,-122.40839,2022/01/01 07:13:06,38
37.7762,-122.39771,2022/01/01 07:09:22,38
37.77801,-122.39624,2022/01/01 07:08:12,38
37.78216,-122.4013,2022/01/01 07:07:18,38
37.78335,-122.40253,2022/01/01 07:05:48,38
37.78519,-122.40022,2022/01/01 07:04:42,38
37.78859,-122.39641,2022/01/01 07:03:41,38
37.78855,-122.39937,2022/01/01 07:02:38,38
37.78455,-122.40439,2022/01/01 07:00:31,39
37.80033,-122.37562,2022/01/01 07:07:33,40
37.79062,-122.38609,2022/01/01 07:06:37,40
37.78633,-122.39335,2022/01/01 07:06:30,40
37.78878,-122.40857,2022/01/01 07:14:35,41
37.78899,-122.40814,2022/01/01 07:13:24,41
37.78832,-122.40426,2022/01/01 07:12:33,41
37.79016,-122.40096,2022/01/01 07:12:15,41
37.79176,-122.39753,2022/01/01 07:11:30,42
37.78083,-122.39099,2022/01/01 07:03:10,43
37.78569,-122.39701,2022/01/01 07:01:04,43
37.786,-122.41214,2022/01/01 07:13:06,44
37.78556,-122.41673,2022/01/01 07:12:04,44
37.78488,-122.41976,2022/01/01 07:11:06,44
37.78453,-122.42101,2022/01/01 07:09:59,44
37.77787,-122.42267,2022/01/01 07:07:09,44
37.77643,-122.42626,2022/01/01 07:06:13,44
37.7746,-122.42403,2022/01/01 07:05:12,44
37.76523,-122.4317,2022/01/01 07:02:16,44
37.79835,-122.40739,2022/01/01 07:09:01,45
37.79628,-122.40511,2022/01/01 07:06:40,45
37.78756,-122.40662,2022/01/01 07:14:26,46
37.78814,-122.40922,2022/01/01 07:13:26,46
37.78793,-122.41079,2022/01/01 07:10:20,47
37.78423,-122.41083,2022/01/01 07:09:25,47
37.78068,-122.40808,2022/01/01 07:08:19,47
37.7784,-122.40549,2022/01/01 07:07:19,47
37.77591,-122.40232,2022/01/01 07:06:19,47
37.7712,-122.39742,2022/01/01 07:05:19,47
37.75855,-122.39219,2022/01/01 07:04:24,47
37.7453,-122.3945,2022/01/01 07:03:35,47
37.7348,-122.40495,2022/01/01 07:02:44,47
37.7219,-122.40035,2022/01/01 07:01:54,47
37.70906,-122.39509,2022/01/01 07:01:06,47
37.69566,-122.39206,2022/01/01 07:00:20,47
37.80922,-122.25007,2022/01/01 07:05:50,48
37.80921,-122.25006,2022/01/01 07:04:50,48
