lat,lon,timestamp,user_id
37.79542,-122.40297,2008/06/08 07:29:25,1
37.79659,-122.40518,2008/06/08 07:28:26,1
37.80007,-122.40999,2008/06/08 07:25:08,1
37.80348,-122.41478,2008/06/08 07:16:42,2
37.80164,-122.41206,2008/06/08 07:14:47,2
37.7979,-122.40657,2008/06/08 07:12:41,2
37.79831,-122.40201,2008/06/08 07:11:55,2
37.78666,-122.41246,2008/06/08 07:01:37,3
37.78941,-122.41401,2008/06/08 07:00:37,3
37.80922,-122.25007,2008/06/08 07:05:50,4
37.80921,-122.25006,2008/06/08 07:04:50,4
37.80919,-122.25005,2008/06/08 07:03:49,4
37.80922,-122.25009,2008/06/08 07:02:49,4
37.80917,-122.25016,2008/06/08 07:01:48,4
37.80908,-122.2502,2008/06/08 07:00:51,4
37.67798,-122.38833,2008/06/08 07:28:24,5
37.61636,-122.38814,2008/06/08 07:23:28,5
37.79773,-122.4309,2008/06/08 07:29:16,6
37.79853,-122.42528,2008/06/08 07:27:16,6
37.79869,-122.4235,2008/06/08 07:26:21,6
37.79978,-122.41745,2008/06/08 07:25:16,6
37.80037,-122.41051,2008/06/08 07:24:15,6
37.79933,-122.40732,2008/06/08 07:22:34,7
37.79826,-122.40707,2008/06/08 07:21:38,7
37.79767,-122.40565,2008/06/08 07:20:40,7
37.79639,-122.40518,2008/06/08 07:19:38,7
37.78764,-122.40312,2008/06/08 07:18:36,7
37.78702,-122.40256,2008/06/08 07:17:36,7
37.78621,-122.40191,2008/06/08 07:17:27,7
37.78559,-122.39756,2008/06/08 07:16:18,7
37.78758,-122.39845,2008/06/08 07:15:13,7
37.7857,-122.39692,2008/06/08 07:14:22,7
37.78201,-122.3922,2008/06/08 07:12:26,7
37.77897,-122.39551,2008/06/08 07:10:39,8
37.77978,-122.39842,2008/06/08 07:09:29,8
37.78103,-122.40255,2008/06/08 07:08:28,8
37.77642,-122.40856,2008/06/08 07:07:28,8
37.77314,-122.41321,2008/06/08 07:06:33,8
37.77635,-122.4197,2008/06/08 07:05:50,8
37.77485,-122.4235,2008/06/08 07:04:29,8
37.7746,-122.42463,2008/06/08 07:03:27,8
37.77373,-122.43351,2008/06/08 07:02:28,8
37.79129,-122.39875,2008/06/08 07:29:49,9
37.79675,-122.40021,2008/06/08 07:28:53,9
37.79852,-122.40127,2008/06/08 07:27:42,9
37.79806,-122.40585,2008/06/08 07:26:42,9
37.79728,-122.41076,2008/06/08 07:25:41,9
37.79596,-122.4201,2008/06/08 07:24:41,9
37.79481,-122.42148,2008/06/08 07:23:45,9
37.78829,-122.40898,2008/06/08 07:16:36,10
37.78816,-122.4104,2008/06/08 07:15:46,10
37.78724,-122.41131,2008/06/08 07:14:33,10
37.78723,-122.40955,2008/06/08 07:12:43,10
37.78778,-122.40507,2008/06/08 07:11:32,10
37.78715,-122.40275,2008/06/08 07:10:37,10
37.78453,-122.39995,2008/06/08 07:09:42,10
37.77968,-122.39378,2008/06/08 07:08:32,10
37.7795,-122.39359,2008/06/08 07:07:34,10
37.77679,-122.39335,2008/06/08 07:06:36,10
37.7693,-122.39746,2008/06/08 07:05:26,10
37.75621,-122.39218,2008/06/08 07:04:36,10
37.74305,-122.39598,2008/06/08 07:03:49,10
37.72954,-122.40319,2008/06/08 07:02:45,10
37.71605,-122.39851,2008/06/08 07:02:16,10
37.70314,-122.39376,2008/06/08 07:01:11,10
37.68954,-122.39069,2008/06/08 07:00:22,10
