lat,lon,datetime,user_id
37.76934,-122.41097,2008/06/08 07:00:04,5.0
37.77472,-122.4011,2008/06/08 07:02:46,5.0
37.77741,-122.40413,2008/06/08 07:03:42,5.0
37.77971,-122.40705,2008/06/08 07:04:42,5.0
37.78169,-122.40965,2008/06/08 07:05:42,5.0
37.77931,-122.40655,2008/06/08 07:06:49,5.0
37.77999,-122.40357,2008/06/08 07:07:50,5.0
37.78106,-122.40243,2008/06/08 07:08:23,5.0
37.77978,-122.39842,2008/06/08 07:09:29,5.0
37.77897,-122.39551,2008/06/08 07:10:39,5.0
37.79336,-122.39223,2008/06/08 07:05:04,6.0
37.79219,-122.39157,2008/06/08 07:06:04,6.0
37.78706,-122.39807,2008/06/08 07:07:05,6.0
37.78531,-122.40021,2008/06/08 07:08:09,6.0
37.78624,-122.40205,2008/06/08 07:10:00,6.0
37.78768,-122.40336,2008/06/08 07:10:05,6.0
37.78778,-122.40507,2008/06/08 07:11:32,6.0
37.78723,-122.40955,2008/06/08 07:12:43,6.0
37.78724,-122.41131,2008/06/08 07:14:33,6.0
37.78961,-122.40372,2008/06/08 07:00:32,7.0
37.79713,-122.40532,2008/06/08 07:01:28,7.0
37.79708,-122.40533,2008/06/08 07:02:46,7.0
37.79871,-122.40789,2008/06/08 07:03:25,7.0
37.8003,-122.41034,2008/06/08 07:04:25,7.0
37.80488,-122.41679,2008/06/08 07:05:28,7.0
37.80676,-122.41885,2008/06/08 07:06:27,7.0
37.80562,-122.4206,2008/06/08 07:07:54,7.0
37.80527,-122.42491,2008/06/08 07:08:59,7.0
37.80349,-122.42501,2008/06/08 07:09:56,7.0
37.80174,-122.42473,2008/06/08 07:11:05,7.0
37.79285,-122.42315,2008/06/08 07:13:55,7.0
37.78024,-122.47937,2008/06/08 07:00:59,8.0
37.78047,-122.47283,2008/06/08 07:01:54,8.0
37.78072,-122.46873,2008/06/08 07:02:44,8.0
37.78105,-122.46224,2008/06/08 07:03:50,8.0
37.78174,-122.4524,2008/06/08 07:05:49,8.0
37.78148,-122.44767,2008/06/08 07:06:44,8.0
37.77772,-122.44635,2008/06/08 07:07:51,8.0
37.77554,-122.44658,2008/06/08 07:08:57,8.0
37.77551,-122.44657,2008/06/08 07:09:46,8.0
37.77545,-122.44652,2008/06/08 07:10:30,8.0
37.77551,-122.44652,2008/06/08 07:11:26,8.0
37.77294,-122.44619,2008/06/08 07:12:32,8.0
37.77212,-122.45183,2008/06/08 07:13:26,8.0
37.76744,-122.45796,2008/06/08 07:14:28,8.0
37.78537,-122.43117,2008/06/08 07:02:55,9.0
37.79699,-122.43693,2008/06/08 07:05:44,10.0
37.79421,-122.43648,2008/06/08 07:06:24,10.0
37.79432,-122.43548,2008/06/08 07:07:07,10.0
37.79516,-122.42987,2008/06/08 07:07:49,10.0
37.79451,-122.42649,2008/06/08 07:08:54,10.0
37.78883,-122.4251,2008/06/08 07:09:52,10.0
