lat,lon,datetime,user_id
37.79917,-122.44265,2008/06/08 07:03:51,7.0
37.80052,-122.43855,2008/06/08 07:04:50,7.0
37.8011,-122.43415,2008/06/08 07:05:55,7.0
37.80178,-122.42826,2008/06/08 07:07:00,7.0
37.80241,-122.42477,2008/06/08 07:08:06,7.0
37.80402,-122.42501,2008/06/08 07:08:50,7.0
37.80349,-122.42501,2008/06/08 07:09:56,7.0
37.80174,-122.42473,2008/06/08 07:11:05,7.0
37.79285,-122.42315,2008/06/08 07:13:55,7.0
37.76415,-122.46605,2008/06/08 07:03:47,8.0
37.76754,-122.45744,2008/06/08 07:05:55,8.0
37.77188,-122.44752,2008/06/08 07:07:54,8.0
37.77684,-122.44666,2008/06/08 07:08:59,8.0
37.77551,-122.44657,2008/06/08 07:09:46,8.0
37.77545,-122.44652,2008/06/08 07:10:30,8.0
37.77551,-122.44652,2008/06/08 07:11:26,8.0
37.77294,-122.44619,2008/06/08 07:12:32,8.0
37.77212,-122.45183,2008/06/08 07:13:26,8.0
37.76744,-122.45796,2008/06/08 07:14:28,8.0
37.77179,-122.411,2008/06/08 07:00:52,13.0
37.76857,-122.40794,2008/06/08 07:01:50,13.0
37.76584,-122.4085,2008/06/08 07:02:55,13.0
37.76598,-122.40836,2008/06/08 07:03:51,13.0
37.76595,-122.40836,2008/06/08 07:04:51,13.0
37.76592,-122.40836,2008/06/08 07:05:51,13.0
37.7659,-122.40835,2008/06/08 07:06:51,13.0
37.76467,-122.4021,2008/06/08 07:07:52,13.0
37.76503,-122.39647,2008/06/08 07:08:52,13.0
37.78743,-122.43707,2008/06/08 07:00:11,15.0
37.78647,-122.44592,2008/06/08 07:01:08,15.0
37.78413,-122.45268,2008/06/08 07:02:28,15.0
37.78396,-122.45702,2008/06/08 07:03:28,15.0
37.78318,-122.4612,2008/06/08 07:04:29,15.0
37.78291,-122.46534,2008/06/08 07:05:35,15.0
37.78284,-122.46854,2008/06/08 07:06:31,15.0
37.78274,-122.47064,2008/06/08 07:07:00,15.0
37.78238,-122.47567,2008/06/08 07:07:54,15.0
37.78225,-122.48028,2008/06/08 07:08:55,15.0
37.78227,-122.48049,2008/06/08 07:09:55,15.0
37.74334,-122.42138,2008/06/08 07:00:24,21.0
37.74334,-122.42212,2008/06/08 07:01:25,21.0
37.74337,-122.42211,2008/06/08 07:02:25,21.0
37.74333,-122.42201,2008/06/08 07:03:05,21.0
37.74212,-122.42724,2008/06/08 07:03:46,21.0
37.74402,-122.4312,2008/06/08 07:04:46,21.0
37.74837,-122.4315,2008/06/08 07:05:47,21.0
37.75211,-122.43192,2008/06/08 07:06:48,21.0
37.75658,-122.43236,2008/06/08 07:07:48,21.0
37.75658,-122.43236,2008/06/08 07:08:01,21.0
37.76089,-122.43278,2008/06/08 07:08:48,21.0
37.76325,-122.43304,2008/06/08 07:09:49,21.0
37.76734,-122.43343,2008/06/08 07:10:49,21.0
37.77052,-122.4352,2008/06/08 07:11:54,21.0
37.77397,-122.43589,2008/06/08 07:12:54,21.0
37.77408,-122.43739,2008/06/08 07:13:46,21.0
